name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Justice Cunningham,South Carolina,74.625,258,31.5,116,,4.45,7.12,1.7,2.83,4.94,2013,TE
Tyler Eifert,Notre Dame,77.5,250,35.5,119,22,4.32,6.92,1.65,2.76,4.68,2013,TE
Zach Ertz,Stanford,77,249,30.5,111,24,4.47,7.08,1.68,2.77,4.76,2013,TE
Gavin Escobar,San Diego State,77.875,254,32,114,,4.31,7.07,1.69,2.81,4.84,2013,TE
Joseph Fauria,UCLA,79.375,259,,,17,,,,,,2013,TE
Matt Furstenburg,Maryland,75.625,242,35.5,115,18,4.35,7.09,1.62,2.71,4.62,2013,TE
Chris Gragg,Arkansas,74.75,244,37.5,125,18,4.51,7.08,1.56,2.61,4.5,2013,TE
D.C. Jefferson,Rutgers,77.75,255,,,3,,,,,,2013,TE
Nick Kasa,Colorado,77.875,269,31.5,113,22,,,1.64,2.76,4.71,2013,TE
Travis Kelce,Cincinnati,76.875,255,,,,,,,,,2013,TE
Philip Lutzenkirchen,Auburn,75.25,258,30.5,112,21,4.35,7.15,1.75,2.91,4.94,2013,TE
Vance McDonald,Rice,76.125,267,33.5,119,31,4.53,7.08,1.71,2.81,4.69,2013,TE
Ryan Otten,San Jose State,77.25,230,,,,,,,,,2013,TE
Chris Pantale,Boston College,77.125,254,33.5,110,17,4.5,7.48,1.68,2.84,4.99,2013,TE
Jordan Reed,Florida,74.5,236,,,16,,,1.66,2.76,4.72,2013,TE
Mychal Rivera,Tennessee,75.25,242,31,112,17,4.43,7.17,1.66,2.82,4.81,2013,TE
Dion Sims,Michigan State,76.875,262,35,112,22,4.52,7.36,1.62,2.75,4.75,2013,TE
Jake Stoneburner,Ohio State,75.375,252,34.5,116,18,4.27,7.12,1.64,2.71,4.65,2013,TE
Levine Toilolo,Stanford,80.125,260,31,113,17,4.57,7.09,1.7,2.83,4.86,2013,TE
Jace Amaro,Texas Tech,77.375,265,33,118,28,4.3,7.42,1.64,2.76,4.74,2014,TE
Rob Blanchflower,Massachusetts,76.125,256,,,,,,,,,2014,TE
A.D. Denham,Kansas,76.5,235,32.5,,,,,1.65,2.76,4.77,2014,TE
Joe Don Duncan,Dixie State,74.625,268,,,35,,,,,,2014,TE
Eric Ebron,North Carolina,76.375,250,32,120,24,,,1.63,2.71,4.6,2014,TE
C.J. Fiedorowicz,Iowa,77.5,265,31.5,116,25,4.26,7.1,1.64,2.75,4.76,2014,TE
Crockett Gillmore,Colorado State,77.875,260,33.5,120,,4.44,7.42,1.69,2.81,4.89,2014,TE
Xavier Grimble,Southern California,76.25,257,26.5,113,,,,,,,2014,TE
Nic Jacobs,McNeese,76.75,269,,,15,,,,,,2014,TE
Marcel Jensen,Fresno State,77.75,259,35,115,24,4.6,7.38,1.66,2.83,4.85,2014,TE
A.C. Leonard,Tennessee State,74.375,252,34,128,20,,,1.51,2.58,4.5,2014,TE
Colt Lyerla,Oregon,75.875,242,39,128,15,,,1.61,2.67,4.61,2014,TE
Arthur Lynch,Georgia,76.625,258,29.5,116,28,4.35,7.38,1.67,2.8,4.82,2014,TE
Jake Murphy,Utah,76,249,33,114,24,4.27,7.18,1.68,2.81,4.79,2014,TE
Jordan Najvar,Baylor,77.875,256,32.5,112,18,4.47,7.14,1.7,2.85,4.93,2014,TE
Troy Niklas,Notre Dame,78.5,270,32,114,27,4.55,7.57,,,,2014,TE
Jacob Pedersen,Wisconsin,75.5,238,28.5,111,,4.4,7.55,1.74,2.88,4.89,2014,TE
Richard Rodgers,California,76,257,31.5,116,16,4.47,7.23,1.69,2.82,4.87,2014,TE
Austin Seferian-Jenkins,Washington,77.5,262,,,20,,,,,,2014,TE
D.J. Tialavea,Utah State,75.5,267,,,,,,,,,2014,TE
Larry Webster,Bloomsburg,77.75,252,36.5,123,17,4.44,7.29,1.58,2.64,4.58,2014,TE
Rory Anderson,South Carolina,76.625,244,,,,,,,,,2015,TE
Blake Bell,Oklahoma,78.25,252,33,116,14,4.32,6.85,1.73,2.85,4.8,2015,TE
E.J. Bibbs,Iowa State,74,258,,,20,,,,,,2015,TE
Nick Boyle,Delaware,76.5,268,30.5,112,20,4.23,7.13,1.81,2.98,5.04,2015,TE
Gerald Christian,Louisville,75,244,,,28,4.7,7.62,1.73,2.84,4.87,2015,TE
AJ Derby,Arkansas,75.75,255,,,15,,,,,,2015,TE
Jeff Heuerman,Ohio State,77.125,254,,,26,,,,,,2015,TE
Jesse James,Penn State,79,261,37.5,121,26,4.5,7.53,1.72,2.85,4.83,2015,TE
Ben Koyack,Notre Dame,76.875,255,,,,,,,,,2015,TE
Tyler Kroft,Rutgers,77.5,246,,,17,,,,,,2015,TE
Nick OLeary,Florida State,75.25,252,30.5,110,21,4.5,7.4,1.81,2.94,4.93,2015,TE
MyCole Pruitt,Southern Illinois,74.25,251,38,118,17,4.37,7.25,1.63,2.7,4.58,2015,TE
Wes Saxton,South Alabama,75.375,248,36,119,,4.49,7.29,1.7,2.79,4.65,2015,TE
Jean Sifrin,Massachusetts,77.25,245,33,114,,4.6,7.5,1.74,2.88,4.84,2015,TE
Randall Telfer,Southern California,75.75,250,,,20,,,,,,2015,TE
Eric Tomlinson,Texas-El Paso,77.625,263,30.5,110,19,4.54,7.46,1.75,2.91,4.98,2015,TE
Clive Walford,Miami (FL),76,251,35,120,20,4.57,7.32,1.72,2.84,4.79,2015,TE
Maxx Williams,Minnesota,75.875,249,34.5,117,17,4.37,7.3,1.77,2.88,4.78,2015,TE
Jerell Adams,South Carolina,77.125,247,32.5,117,,4.31,7.05,1.64,2.72,4.64,2016,TE
Ben Braunecker,Harvard,75.375,250,35.5,121,20,4.2,6.9,1.63,2.74,4.73,2016,TE
Thomas Duarte,UCLA,74.125,231,33.5,118,12,4.24,6.97,1.62,2.73,4.72,2016,TE
David J. Grinnage,North Carolina State,77.25,248,29.5,106,,,,1.7,2.87,4.9,2016,TE
Temarrick Hemingway,South Carolina State,76.875,244,30.5,115,18,4.31,6.88,1.67,2.76,4.71,2016,TE
Hunter Henry,Arkansas,76.875,250,,,13,,,,,,2016,TE
Tyler Higbee,Western Kentucky,77.75,249,,,,,,,,,2016,TE
Austin Hooper,Stanford,75.75,254,33,117,19,4.32,7,1.63,2.75,4.72,2016,TE
Ryan Malleck,Virginia Tech,76.5,247,34.5,121,18,4.33,7,,,,2016,TE
Jake McGee,Florida,77.5,250,,,17,,,,,,2016,TE
David Morgan II,Texas-San Antonio,76.125,262,30,115,29,4.19,6.93,1.8,2.94,5.02,2016,TE
Beau Sandland,Montana State,76.5,253,35,124,23,4.33,7.1,1.67,2.76,4.74,2016,TE
Nick Vannett,Ohio State,78,257,30.5,111,17,4.2,7.05,,,,2016,TE
Bryce Williams,East Carolina,77.75,257,29.5,111,19,4.53,7.19,1.74,2.76,4.94,2016,TE
Billy Brown,Shepherd,75.375,254,29,116,23,,,1.64,2.75,4.7,2017,TE
Pharaoh Brown,Oregon,77.625,255,34,,24,,,,,,2017,TE
Jake Butt,Michigan,77.125,246,,,,,,,,,2017,TE
Cethan Carter,Nebraska,74.75,241,,,19,,,1.61,2.7,4.67,2017,TE
Darrell Daniels,Washington,75.125,247,32,115,17,4.47,7.09,1.58,2.63,4.55,2017,TE
Evan Engram,Mississippi,75.125,234,36,124,19,4.23,6.92,1.56,2.57,4.42,2017,TE
Gerald Everett,South Alabama,74.75,239,37.5,125,22,4.33,6.99,1.61,2.67,4.6,2017,TE
Cole Hikutini,Louisville,76.125,247,,,20,,,,,,2017,TE
Bucky Hodges,Virginia Tech,78.125,257,39,134,18,4.45,,1.59,2.64,4.57,2017,TE
O.J. Howard,Alabama,77.625,251,30,121,22,4.16,6.85,1.55,2.61,4.51,2017,TE
George Kittle,Iowa,75.75,247,35,132,18,,,1.59,2.65,4.52,2017,TE
Jordan Leggett,Clemson,77,258,33,113,,4.33,7.12,,,,2017,TE
David Njoku,Miami (FL),75.75,246,37.5,133,21,4.34,6.97,1.61,2.7,4.64,2017,TE
Scott Orndoff,Pittsburgh,76.75,253,27,111,17,4.45,7.37,1.74,2.84,4.79,2017,TE
Hayden Plinke,Texas-El Paso,75.75,264,28,109,18,4.59,7.55,1.78,2.92,4.97,2017,TE
Michael Roberts,Toledo,76.375,270,30,110,,4.51,7.05,1.69,2.82,4.86,2017,TE
Eric Saubert,Drake,76.625,253,33,121,22,,,,,,2017,TE
Ricky Seals-Jones,Texas AM,76.625,243,28,121,17,4.33,7.46,1.63,2.75,4.69,2017,TE
Adam Shaheen,Ashland,77.75,278,32.5,121,24,4.38,7.09,1.71,2.8,4.79,2017,TE
Jonnu Smith,Florida International,74.75,248,38,126,22,4.18,,1.64,2.71,4.62,2017,TE
Jeremy Sprinkle,Arkansas,76.75,252,29,115,,,,1.67,2.74,4.69,2017,TE
Jordan Akins,Central Florida,75,249,,,,,,,,,2018,TE
Mark Andrews,Oklahoma,77.125,256,31,113,17,4.38,7.34,1.54,2.75,4.58,2018,TE
Marcus Baugh,Ohio State,75.5,247,33,117,,4.51,7.28,1.67,2.81,4.81,2018,TE
Tyler Conklin,Central Michigan,75,254,38,120,18,4.23,7.13,1.66,2.78,4.8,2018,TE
Will Dissly,Washington,75.75,262,28,111,15,4.4,7.07,1.71,2.86,4.87,2018,TE
Troy Fumagalli,Wisconsin,76.75,247,,,14,,,,,,2018,TE
Mike Gesicki,Penn State,77.5,247,41.5,129,22,4.1,6.76,1.56,2.65,4.54,2018,TE
Dallas Goedert,South Dakota State,76.625,256,,,23,,,,,,2018,TE
Christopher Herndon,Miami (FL),75.75,253,,,21,,,,,,2018,TE
Hayden Hurst,South Carolina,76.5,250,31.5,120,,4.37,7.19,1.63,2.71,4.67,2018,TE
Ryan Izzo,Florida State,76.625,256,33,110,18,4.43,7.15,1.69,2.86,4.94,2018,TE
Dalton Schultz,Stanford,77.375,244,32,120,15,4.4,7,1.64,2.76,4.75,2018,TE
Durham Smythe,Notre Dame,77.375,253,31,110,18,4.23,7.17,1.67,2.79,4.81,2018,TE
Ian Thomas,Indiana,75.625,259,36,123,,4.2,7.15,1.56,2.7,4.65,2018,TE
Jordan Thomas,Mississippi State,77.5,265,27,111,16,4.75,7.5,1.65,2.79,4.74,2018,TE
David Wells,San Diego State,77.625,256,33,116,20,4.59,7.5,1.62,2.74,4.75,2018,TE
Kendall Blanton,Missouri,78.25,262,31,113,22,4.42,7.37,1.7,2.85,4.95,2019,TE
Keenen Brown,Texas State,74.5,250,33,117,17,4.51,7.27,1.72,2.8,4.75,2019,TE
C.J. Conrad,Kentucky,76.5,248,,,,,,,,,2019,TE
Noah Fant,Iowa,76.125,247,39.5,127,20,4.22,6.81,1.55,2.61,4.5,2019,TE
Zach Gentry,Michigan,80.125,260,29.5,110,12,4.53,7.4,1.74,2.86,4.9,2019,TE
Daniel Helm,Duke,76.125,247,,,14,,,1.76,2.81,4.89,2019,TE
T.J. Hockenson,Iowa,76.625,251,37.5,123,17,4.18,7.02,1.63,2.75,4.7,2019,TE
Dawson Knox,Mississippi,76.375,254,34.5,,16,4.27,7.12,,,,2019,TE
Alize Mack,Notre Dame,76,249,36,120,22,4.34,7.27,1.65,2.74,4.7,2019,TE
Foster Moreau,LSU,75.625,252,36.5,121,22,4.11,7.16,1.63,2.72,4.66,2019,TE
Isaac Nauta,Georgia,75.25,241,28,,19,4.43,7.45,1.75,2.86,4.91,2019,TE
Josh Oliver,San Jose State,76.625,249,34,117,22,4.47,7.21,1.66,2.76,4.63,2019,TE
Dax Raymond,Utah State,76.875,246,32,109,15,4.39,7.2,1.66,2.78,4.72,2019,TE
Drew Sample,Washington,77,255,33.5,115,,4.31,7.15,1.64,2.73,4.71,2019,TE
Kaden Smith,Stanford,77,255,32,108,15,4.47,7.08,1.69,2.86,4.92,2019,TE
Irv Smith Jr.,Alabama,74.375,242,32.5,110,19,4.33,7.32,1.68,2.74,4.63,2019,TE
Jace Sternberger,Texas AM,76,251,31.5,113,17,4.31,7.19,1.7,2.82,4.75,2019,TE
Tommy Sweeney,Boston College,76.5,251,,,17,,,1.68,2.82,4.84,2019,TE
Kahale Warring,San Diego State,77.125,252,36.5,122,19,4.25,7.21,1.61,2.71,4.67,2019,TE
Caleb Wilson,UCLA,76.25,240,29,113,,4.2,7.2,1.62,2.69,4.56,2019,TE
Devin Asiasi,UCLA,75,257,30.5,115,16,,,1.62,2.75,4.73,2020,TE
Jake Breeland,Oregon,76.875,252,,,,,,,,,2020,TE
Hunter Bryant,Washington,74.25,248,32.5,115,23,4.46,7.08,1.67,2.78,4.74,2020,TE
Harrison Bryant,Florida Atlantic,76.75,243,32.5,110,13,4.37,7.41,1.63,2.77,4.73,2020,TE
Brycen Hopkins,Purdue,75.875,245,33.5,116,21,4.28,7.25,1.61,2.7,4.66,2020,TE
Dalton Keene,Virginia Tech,76.125,253,34,125,21,4.19,7.07,1.62,2.73,4.71,2020,TE
Cole Kmet,Notre Dame,77.75,262,37,123,,4.41,7.44,1.65,2.77,4.7,2020,TE
Sean McKeon,Michigan,77,242,,,18,,,,,,2020,TE
Thaddeus Moss,LSU,73.875,250,,,,,,,,,2020,TE
Cheyenne OGrady,Arkansas,75.75,253,34,119,16,4.34,7.3,1.74,2.84,4.81,2020,TE
Albert Okwuegbunam,Missouri,77.5,258,,,,,,1.56,2.62,4.49,2020,TE
Colby Parkinson,Stanford,79.25,252,32.5,109,18,4.46,7.15,1.66,2.81,4.77,2020,TE
Jared Pinkney,Vanderbilt,76,257,,,23,,,1.69,2.88,4.96,2020,TE
Stephen Sullivan,LSU,76.875,248,36.5,123,,4.62,7.51,1.65,2.72,4.66,2020,TE
Adam Trautman,Dayton,77,255,34.5,114,18,4.27,6.78,1.65,2.76,4.8,2020,TE
Mitchell Wilcox,South Florida,75.5,247,31,112,,4.43,7.37,1.71,2.86,4.88,2020,TE
Charlie Woerner,Georgia,76.625,244,34.5,120,21,4.46,7.18,1.68,2.78,4.78,2020,TE
Dominick Wood-Anderson,Tennessee,75.625,261,35,119,,,,1.74,2.87,4.92,2020,TE
Sam Aiken,North Carolina,73.875,209,39.5,121,,,7.22,1.62,2.71,4.65,2003,WR
Paul Arnold,Washington,72.75,213,40.5,131,,4.11,6.84,1.56,2.62,4.53,2003,WR
Arnaz Battle,Notre Dame,72.625,217,35,117,,4.06,6.74,1.63,2.74,4.57,2003,WR
Ronald Bellamy,Michigan,72,208,30.5,119,,4.1,7.38,1.63,2.72,4.58,2003,WR
Anquan Boldin,Florida State,72.625,216,33.5,114,,4.33,7.35,1.61,2.77,4.71,2003,WR
Jamal Burke,Boston College,72.5,204,36,119,,4.13,7.2,,,,2003,WR
Nate Burleson,Nevada,72.5,197,42.5,126,,4.16,6.96,1.58,2.65,4.51,2003,WR
Mike Bush,Washington State,77,198,,115,,4.28,7.42,1.67,2.76,4.7,2003,WR
Tyrone Calico,Middle Tennessee,75.75,223,38,127,,4.26,6.73,1.63,2.62,4.42,2003,WR
Kevin Curtis,Utah State,71.125,186,36,122,,3.99,6.76,1.53,2.59,4.44,2003,WR
LaTarence Dunbar,Texas Christian,70.75,196,34,122,,4.35,7.41,1.64,2.7,4.54,2003,WR
Terrence Edwards,Georgia,72,176,,,,,,,,,2003,WR
Doug Gabriel,Central Florida,74.25,213,35.5,116,,4.16,7.05,1.62,2.7,4.54,2003,WR
Justin Gage,Missouri,76.125,217,,,,,,,,,2003,WR
Talman Gardner,Florida State,72.625,205,34.5,116,,4.43,7.54,1.54,2.61,4.45,2003,WR
Ryan Hoag,Gustavus Adolphus,74.125,200,38,125,,3.95,6.72,1.62,2.65,4.51,2003,WR
Keenan Howry,Oregon,69.625,178,31.5,114,,4.28,7.34,1.57,2.68,4.58,2003,WR
Taylor Jacobs,Florida,72.375,205,,,,,,,,,2003,WR
Bryant Johnson,Penn State,74.375,214,,,,,,,,,2003,WR
Bethel Johnson,Texas AM,71,201,38.5,127,,,,1.55,2.6,4.42,2003,WR
Andre Johnson,Miami (FL),74,230,39,132,,,,,,,2003,WR
Teyo Johnson,Stanford,77.375,247,33.5,,,,,,,,2003,WR
Kareem Kelly,Southern California,71.75,186,35,125,,4.24,7.51,1.54,2.62,4.44,2003,WR
Brandon Lloyd,Illinois,72.125,184,36,,,,,1.62,2.71,4.63,2003,WR
Adrian Madise,Texas Christian,71.375,215,32,119,,4.26,7.32,1.56,2.65,4.48,2003,WR
Reno Mahe,Brigham Young,69.25,198,32,109,,4.23,7.27,1.6,2.74,4.71,2003,WR
Shaun McDonald,Arizona State,68.5,169,,,,,,,,,2003,WR
Billy McMullen,Virginia,75.625,210,,,,,,,,,2003,WR
Cecil Moore,East Tennessee State,73.25,210,38,124,,4.23,7.03,1.61,2.66,4.6,2003,WR
Carl Morris,Harvard,74.75,214,33.5,116,,4.09,6.93,1.64,2.71,4.65,2003,WR
Kassim Osgood,San Diego State,76.875,208,31,122,,4.44,7.19,1.73,2.77,4.68,2003,WR
Charles Rogers,Michigan State,74.375,202,,,,,,,,,2003,WR
Antwone Savage,Oklahoma,71.375,192,32,118,,4.37,7.37,1.58,2.67,4.47,2003,WR
Dan Stricker,Vanderbilt,74.125,203,39,122,,4.16,6.91,1.56,2.68,4.68,2003,WR
J.R. Tolver,San Diego State,73,202,36,119,,4.23,6.99,1.61,2.73,4.66,2003,WR
Chris Vance,Ohio State,72.625,189,,,,,,,,,2003,WR
Bobby Wade,Arizona,70.25,193,34.5,115,,4.11,7.01,1.59,2.72,4.66,2003,WR
Kelley Washington,Tennessee,74.5,223,,,,,,,,,2003,WR
Walter Young,Illinois,76.625,214,39,121,,4.25,6.9,1.58,2.63,4.52,2003,WR
Derek Abney,Kentucky,69.25,179,33.5,120,,4.08,6.89,1.61,2.69,4.58,2004,WR
Kevin Beard,Miami (FL),72.125,180,31,113,,,,,,,2004,WR
Bernard Berrian,Fresno State,73,183,38,128,,4.18,7.34,1.63,2.72,4.61,2004,WR
Maurice Brown,Iowa,72.25,219,33,117,,4.21,7.38,1.6,2.67,4.54,2004,WR
Drew Carter,Ohio State,76,204,,,,,,,,,2004,WR
Michael Clayton,LSU,74.75,209,32.5,116,,4.09,6.77,1.62,2.7,4.59,2004,WR
Keary Colbert,Southern California,72.875,207,30,,,,,,,,2004,WR
Chris Collins,Mississippi,73.125,201,35,112,,,,1.64,2.75,4.66,2004,WR
Terrance Copper,East Carolina,71.875,208,35.5,116,,4.31,7.34,1.59,2.67,4.5,2004,WR
Jerricho Cotchery,North Carolina State,72.5,212,36,121,,3.91,6.93,1.59,2.67,4.58,2004,WR
Lane Danielson,Iowa State,72.125,197,31,117,,3.94,6.72,1.7,2.78,4.5,2004,WR
Devard Darling,Washington State,73.125,213,37,129,,,,1.61,2.66,4.5,2004,WR
Lee Evans,Wisconsin,70.875,197,34.5,120,,,,1.6,2.63,4.41,2004,WR
Larry Fitzgerald,Pittsburgh,74.875,225,,,,,,,,,2004,WR
Carlos Francis,Texas Tech,69.125,198,38.5,114,,4.06,6.97,1.53,2.53,4.31,2004,WR
D.J. Hackett,Colorado,74.5,199,41,131,,4.08,6.79,1.52,2.62,4.51,2004,WR
Derrick Hamilton,Clemson,74.875,196,,,,,,,,,2004,WR
Devery Henderson,LSU,71.5,198,,,,,,,,,2004,WR
Justin Jenkins,Mississippi State,71.5,213,35,123,,4.16,7.47,1.65,2.7,4.62,2004,WR
Michael Jenkins,Ohio State,76.5,218,,,,,,,,,2004,WR
B.J. Johnson,Texas,71.375,207,,,,,,,,,2004,WR
Tony Johnson,Penn State,70.625,202,32.5,118,,4.16,7.16,1.65,2.74,4.62,2004,WR
Kelvin Kight,Florida,71.875,213,34,109,,4.24,7.18,1.6,2.64,4.6,2004,WR
Ryan Krause,Nebraska-Omaha,74.5,244,33.5,119,18,4.16,6.78,1.61,2.68,4.62,2004,WR
Triandos Luke,Alabama,71,199,38,124,,4.17,7.06,1.58,2.59,4.3,2004,WR
Maurice Mann,Nevada,73.5,191,34,118,,,,1.55,2.63,4.5,2004,WR
Tim Manning,Jackson State,70.75,179,28.5,111,,4.27,7.24,1.64,2.71,4.62,2004,WR
Derek McCoy,Colorado,75.25,210,38,128,,4.09,7.1,1.66,2.75,4.69,2004,WR
Jeris McIntyre,Auburn,71.25,203,29,112,,4.08,6.98,1.62,2.65,4.5,2004,WR
Clarence Moore,Northern Arizona,77.625,211,34,122,,4.16,6.84,1.58,2.66,4.52,2004,WR
Johnnie Morant,Syracuse,76,229,41,130,,4.22,7.34,1.6,2.66,4.54,2004,WR
James Newson,Oregon State,72.75,213,31.5,116,,,7.41,1.71,2.83,4.85,2004,WR
Samie Parker,Oregon,70.375,179,36,,,,,1.52,2.55,4.34,2004,WR
Carlos Perez,Florida,71.5,203,38,118,,4.45,,1.63,2.77,4.82,2004,WR
P.K. Sam,Florida State,75.375,210,34.5,,,,7.04,1.58,2.63,4.56,2004,WR
Jonathan Smith,Georgia Tech,70.125,194,32.5,114,,4.35,,1.72,2.79,4.8,2004,WR
John Standeford,Purdue,75.125,197,32.5,113,,4.08,6.9,1.6,2.68,4.62,2004,WR
Kendrick Starling,San Jose State,72.625,193,31.5,119,,3.87,6.88,1.53,2.59,4.48,2004,WR
Jamaar Taylor,Texas AM,72.625,197,,,,,,,,,2004,WR
Sloan Thomas,Texas,73.5,203,,,,,,,,,2004,WR
Andrae Thurman,Southern Oregon,71.25,192,34.5,121,,4.3,7.31,1.56,2.64,4.55,2004,WR
Darius Watts,Marshall,73.375,188,,,,,,,,,2004,WR
Huey Whittaker,South Florida,76.25,234,37,121,,4.13,7.06,1.64,2.7,4.62,2004,WR
Ernest Wilford,Virginia Tech,75.625,226,40.5,130,,4.17,,1.68,2.79,4.81,2004,WR
Reggie Williams,Washington,75.75,225,,,,,,,,,2004,WR
Roy Williams,Texas,74.5,211,,,,,,,,4.48,2004,WR
George Wilson,Arkansas,72.125,213,35,120,,3.98,7.07,1.6,2.71,4.55,2004,WR
Rashaun Woods,Oklahoma State,74.125,202,39,125,,3.97,6.93,1.63,2.64,4.51,2004,WR
Carlos Wright,Tennessee State,73,203,34,122,,4.31,7.12,1.61,2.76,4.73,2004,WR
Kevin Youngblood,Clemson,76.375,213,34,,,,,,,,2004,WR
Larry Brackins,Pearl River,76.375,205,35,112,,4.44,7.16,1.63,2.72,4.58,2005,WR
Mark Bradley,Oklahoma,73.375,201,39.5,128,,3.98,6.96,1.6,2.64,4.47,2005,WR
Craig Bragg,UCLA,72.625,196,36,,,,,1.6,,,2005,WR
Reggie Brown,Georgia,73.625,196,41.5,128,,3.94,6.99,1.62,2.68,4.51,2005,WR
Mark Clayton,Oklahoma,70.375,193,36.5,118,,4.07,6.95,1.55,2.59,4.41,2005,WR
Airese Currie,Clemson,70.5,186,38,125,,4.07,7.05,1.72,2.76,4.57,2005,WR
Josh Davis,Marshall,72.375,191,37.5,118,,4.22,7.19,1.62,2.68,4.54,2005,WR
Braylon Edwards,Michigan,74.875,211,,,,,,,,,2005,WR
Charles Frederick,Washington,70.75,194,33,108,,4.25,7.39,1.65,2.8,4.86,2005,WR
Fred Gibson,Georgia,76,196,38.5,126,,4.1,7.03,1.59,2.69,4.62,2005,WR
Howard Gilmore,Norfolk State,72,194,36,113,,4.44,7.56,1.63,2.75,4.74,2005,WR
Reggie Harrell,Texas Christian,74.75,214,35,115,,4.11,7.42,1.65,2.74,4.64,2005,WR
Chris Henry,West Virginia,76,197,,,,,,1.64,2.68,4.5,2005,WR
Efrem Hill,Samford,72.5,179,37.5,124,,4.07,7.42,1.66,2.73,4.66,2005,WR
Vincent Jackson,Northern Colorado,76.75,241,39,,,,,1.57,2.58,4.51,2005,WR
Brandon Jones,Oklahoma,73.375,208,37,114,,4.1,7.03,1.59,2.61,4.42,2005,WR
Chase Lyman,California,74.625,217,,,,,,1.6,2.65,4.54,2005,WR
Tony Madison,Hampton,73.5,213,39,121,,4.3,7.13,1.62,2.68,4.6,2005,WR
Tommy Manus,Morgan State,75.875,222,38,120,,4.34,7.2,1.65,2.71,4.59,2005,WR
Rasheed Marshall,West Virginia,71.625,185,38,121,,3.95,6.81,1.6,2.67,4.56,2005,WR
Jerome Mathis,Hampton,71.25,181,35.5,123,,,,1.56,2.56,4.32,2005,WR
Leron McCoy,Indiana (PA),73.5,211,37,120,,4.21,7.19,1.56,2.61,4.41,2005,WR
Lance Moore,Toledo,69.25,177,,,,,,,,,2005,WR
Terrence Murphy,Texas AM,72.875,202,,,,,,1.54,2.58,4.45,2005,WR
Chad Owens,Hawaii,67.375,183,37,116,,3.94,6.7,1.66,2.76,4.7,2005,WR
Roscoe Parrish,Miami (FL),69.75,170,,,,,,1.56,2.54,4.37,2005,WR
Tab Perry,UCLA,74.5,229,34,116,,,7,1.63,2.65,4.52,2005,WR
Jamaica Rector,Northwest Missouri,69.75,186,36.5,122,,4.13,6.78,1.58,2.63,4.52,2005,WR
Dante Ridgeway,Ball State,71.125,212,33,117,,4.39,7.27,1.57,2.69,4.57,2005,WR
Courtney Roby,Indiana,72.125,189,36.5,126,,3.94,6.6,1.56,2.59,4.36,2005,WR
J.R. Russell,Louisville,75,206,34.5,,,,,1.54,2.62,4.56,2005,WR
Steve Savoy,Utah,70.875,192,,,,,,1.62,2.72,4.68,2005,WR
Dan Sheldon,Northern Illinois,68.875,179,,,,,,1.57,2.6,4.47,2005,WR
Chauncey Stovall,Florida State,72.75,221,,,,,,1.66,2.78,4.71,2005,WR
Craphonso Thorpe,Florida State,72.875,188,,,,,,,,,2005,WR
Paris Warren,Utah,72.375,219,31.5,,,,,1.7,2.79,4.77,2005,WR
Isaac West,Furman,71.75,187,37,124,,4.22,7.21,1.56,2.66,4.56,2005,WR
Roddy White,Alabama-Birmingham,73.25,207,,,,,,,,,2005,WR
Mike Williams,Southern California,76.625,229,36.5,,,,,1.66,2.7,4.56,2005,WR
Troy Williamson,South Carolina,73.375,203,37,,,4.18,7.1,1.58,2.57,4.32,2005,WR
David Anderson,Colorado State,70.5,192,34,116,,4.2,6.88,1.63,2.69,4.62,2006,WR
Devin Aromashodu,Auburn,74.5,201,39,120,,4.16,7.04,1.53,2.55,4.35,2006,WR
Miles Austin,Monmouth (NJ),74.125,215,40.5,123,21,4.14,7.09,1.57,2.61,4.51,2006,WR
Jason Avant,Michigan,72.5,212,37,118,20,,,,,,2006,WR
Hank Baskett,New Mexico,74.875,224,35,119,,4.17,6.79,1.59,2.64,4.49,2006,WR
Damarius Bilbo,Georgia Tech,73.875,214,36.5,115,19,4.18,6.9,1.67,2.75,4.65,2006,WR
Jeremy Bloom,Colorado,69,173,,,,,,1.57,2.62,4.53,2006,WR
Jovon Bouknight,Wyoming,73.375,195,34,120,,4.03,6.93,1.65,2.76,4.72,2006,WR
Jason Carter,Texas AM,71.625,211,33,116,,4.21,6.89,1.6,2.71,4.65,2006,WR
Marques Colston,Hofstra,76.625,224,37,123,16,4.43,6.94,1.59,2.66,4.54,2006,WR
Chris Denney,Nebraska-Omaha,75,224,33,110,13,4.33,7.02,1.63,2.71,4.65,2006,WR
Skyler Green,LSU,69.125,192,34,118,,,,1.58,2.65,4.53,2006,WR
Derek Hagan,Arizona State,73.75,208,36,124,,4.07,,1.52,2.58,4.46,2006,WR
Chris Hannon,Tennessee,75.25,205,34.5,122,,,,1.53,2.57,4.47,2006,WR
Mike Hass,Oregon State,72.625,208,32,116,,4.14,6.97,1.59,2.62,4.61,2006,WR
Devin Hester,Miami (FL),70.625,190,38,124,16,,,1.58,2.61,4.43,2006,WR
Ed Hinkel,Iowa,72.25,190,34,116,,4.1,6.97,1.59,2.65,4.54,2006,WR
Santonio Holmes,Ohio State,70.625,188,,,,,,,,,2006,WR
Chad Jackson,Florida,72.875,213,38.5,122,,3.97,6.73,1.54,2.55,4.34,2006,WR
